TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
io.reactivex.internal.schedulers.ComputationScheduler,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,92,0.3,3,21,86,126513,1501767819326,0.9482758620689655,1111111111111111111011111111111111111101101111111111111111,0.8666666666666667,111111111110111111111101111010,1.0,111111,0,0,6,3,0.8777777777777778,111111110111101111010111110111111101111101111111101111100111011111111111111111111111111111,0.5555555555555556,110101010,1.0,11111111111111111,1.0,11111111111111111,0.8333333333333334,111111111011111111011110110110
