TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
io.reactivex.internal.schedulers.SingleScheduler,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,141,0.3,3,21,127,189569,1501766889230,0.9367088607594937,1111111111111111111111111111111111100011111111110111110111111111111111111111111,0.8666666666666667,111111111001011101111111111111,1.0,1111111,0,0,5,2,0.9104477611940298,1111110011110111111111111111111111101111111111110111111011111111111,0.5,10101010,1.0,111111111111,1.0,111111111111,0.8666666666666667,111111110101011110111111111111
