TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
io.reactivex.internal.observers.FutureObserver,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,290,0.3,3,20,245,438205,1501763789192,0.8769230769230769,11111111011011001111111111111111111111111111011111111101111001111,0.851063829787234,11111111101101110111111011111111111110111111001,0.75,01101111,2,1,1,1,0.7916666666666666,111111111101111100101011110111010101111101111111,0.9166666666666666,111101111111,1.0,111111111111,1.0,111111111111,0.851063829787234,11111111110101101111111101111111111111011111001
